chr	start.pos	end.pos
20	54948620	56746951
20	56752664	56942407
20	56949641	57149234
20	57349193	58252505
20	58356150	58356150
20	58444527	58790472
20	58802078	61267517
23	3610090	6982420
23	7295657	7583565
23	8120328	8648429
23	8654254	9632627
23	9640253	14349646
23	14392888	14707476
23	14839375	16973662
23	17026764	18007816
23	18979208	19715147
24	3006430	6713402
24	7344275	9258610
24	10908658	10908658
24	10962649	15026443
24	15122673	16595376
24	17033489	18751743
24	18755997	22386349
24	22485863	23556113
24	23565931	23596231
24	23596732	23838666
24	23968526	24106984
24	24229797	25453478
24	25574024	26363242
24	26541530	31118990
24	31174966	31329726
24	31509687	35824848
24	36056538	39580113
24	40581043	40783887
24	40865493	41260124
24	41796418	42442045
24	42467160	42586114
24	42598712	42890562
24	42891561	43552828
24	43681509	44220739
24	44249699	45140654
24	45267843	45297612
24	45301362	45346393
24	45409463	45989494
24	46665297	47245819
24	47294781	47440734
24	47549316	48886664
24	49114481	49293980
24	49303463	50521673
25	3082090	11704912
25	11735363	17918278
25	18230976	21248312
25	21470571	23228094
25	23627916	28803582
25	29162149	29498291
25	29879486	30466834
25	30571692	31475151
25	31870813	32480590
25	32578682	32679684
25	33750452	34815536
25	35459933	36434624
25	36680576	37313553
25	37352501	37508831
25	37775987	38309547
25	38322854	38991704
25	39104841	39619620
25	40199131	40361541
25	40422835	40655704
25	40835999	40922483
25	41102986	43587952
25	44017399	44575501
25	44647846	45676197
25	48526948	49446934
26	3742332	5017419
26	5174441	12051950
26	13289669	14616338
26	14693906	16161290
26	16336919	17595721
26	17736237	17900585
26	17938641	18262104
26	18294897	20050029
26	20103337	21984692
26	22090438	23857468
26	23939975	24279038
26	24404079	25451471
26	25463455	28053658
26	30539373	31050534
26	31348621	34254145
26	34317074	34841810
26	34981001	37869009
26	38164076	38938024
26	39873137	40179703
27	8681978	10344515
27	10350351	28691700
27	35050962	37465036
27	37868282	39797340
27	40040488	41942393
27	42560996	43977794
27	44916600	47325049
28	3320963	7156463
28	7521899	13808230
28	13819937	14591392
28	20194648	21761649
28	21763931	22448005
28	22699234	23774804
28	23791927	24211325
28	24219774	25533936
28	25536465	26799383
28	26855703	27344040
28	29932189	30869343
28	31084929	31234129
28	31259407	31765630
28	32722430	33375178
28	33399688	34522342
28	34752561	34970474
28	35032510	35088233
28	35093537	35328876
28	35385412	37848041
28	37897819	38405508
28	38427453	39554864
28	39670167	40252946
28	40291353	40362343
28	40362969	40763639
28	40907365	44070273
29	5654537	13761238
29	13784350	14833631
29	14838601	21488059
29	21598920	25001642
29	25004199	25865031
29	25923887	29852898
29	29857440	30034918
29	30097450	31433889
29	31477599	42221329
29	42256398	42353702
29	42381445	44310844
29	44322876	44750830
31	11872361	14528011
31	19390219	24068487
31	24073251	27068816
31	27157784	28909697
31	28914571	29106754
31	29385822	30689772
31	31036278	33430176
31	33510917	35908558
31	35919305	36082410
31	36282743	37126704
31	37132176	37636680
31	37731982	39357502
34	20624578	21534663
34	24483233	25276359
34	36677959	37738675
34	39988437	40325416
34	40326088	41452865
34	42778763	45054962
35	3034384	4469793
35	4516105	5184062
35	5823103	7130923
35	7165218	7324477
35	7337749	9586859
35	9682012	11112485
35	11174295	12901164
35	12960033	12965348
35	12968071	15494708
35	15551919	15554474
35	15555655	20313672
35	20320734	22371370
35	22809445	23450047
35	23675533	25151247
35	25175670	29145904
36	17259982	23444470
36	23527702	24385962
36	24709550	25323470
36	25323711	25996440
36	26859568	33705659
