chr	start.pos	end.pos
5	22784899	22970031
5	22975939	23324721
5	23324848	24465258
5	26053705	28214500
5	28299418	28408420
5	28533233	28824807
5	28855301	28937664
5	28946687	29713289
5	30042708	30884312
5	30961695	31315300
5	31315407	31369657
5	31731127	32554270
5	32682137	34259519
5	36023306	36437365
5	36466789	38078423
5	38526476	39541857
5	39585201	40341219
5	40342367	40344366
5	40345078	40708759
5	40757653	54702807
5	54991421	55606865
5	55959929	56150840
5	56584169	57915754
5	57924003	57924003
5	57995650	58054707
5	58064349	58085966
5	58232465	58475854
5	59326094	60749002
5	60751684	60790160
5	61053244	61124655
5	61124771	61182560
5	61278980	62314191
5	62316590	62322355
5	62327681	62803638
5	63045886	63200014
5	63618451	63843172
5	64002407	65462351
5	65475238	66035701
5	66921057	68763983
5	69372914	70016024
5	70020767	70021949
5	70022137	70072173
5	70090592	70277739
5	70286400	71540863
5	71836982	72030103
5	72169363	72653654
5	72688314	73131376
5	73828312	73913785
5	73949048	73992661
5	73998716	74007666
5	74010629	74187164
5	74203389	74685127
5	74695551	74698522
5	74699272	74699899
5	74701241	75220893
5	75315369	75452900
5	75868081	76092892
5	76121200	76275950
5	76598660	76999683
5	77152236	77184995
5	77186622	77583635
5	77585247	78020050
5	78074525	78111800
5	78124333	78127738
5	78132583	79395834
5	81480124	86070050
5	86158359	86510751
5	86586302	86837686
5	86906603	87310467
5	87333696	87776980
5	87863135	88429073
6	5755942	5767407
6	5775601	6673732
6	7415868	7459334
6	7947220	8723554
6	8836862	11511599
6	11750998	12789594
6	12861602	17154632
6	17167849	17698168
6	18581301	19684434
6	19758523	20202264
6	20388338	21916028
6	22211697	22331980
6	22404816	23736902
6	24026062	26462856
6	26637065	26891585
6	26909123	26954891
6	26959411	28776244
6	28790254	31216830
6	31221139	32794333
6	32794406	32906132
6	34384304	34963979
6	38152088	39994311
6	40983350	41127187
6	41133231	41155331
6	41173504	43490536
6	44176909	46014254
6	46340660	47504371
6	47536715	48877877
6	48924521	51782643
6	51872210	51872210
6	51889696	54919438
6	65225373	66162027
6	66341640	67451591
6	67513571	69884125
6	79831638	80511062
7	7018674	8691342
7	8702723	9245633
7	9668077	9755534
7	10419125	10616064
7	10629571	11120484
7	11162583	11505258
7	11534131	11796185
7	12745850	13129230
7	13432988	14069880
7	16760252	18224708
7	39993018	40190495
7	66925988	67515279
7	67544014	67670235
7	67693502	67693502
7	72377566	72601667
7	74012041	74335752
7	77547240	77994675
7	80705155	81579398
7	81588575	82831384
8	3532178	3783806
8	3900306	4868836
8	6725729	7954178
8	8351747	9633171
8	14960955	18655248
8	18666573	18667956
8	18668165	18719746
8	19133599	25311244
8	26549177	30204308
8	30217120	31552007
8	31618509	32499067
8	32608320	33965255
8	34807130	39612142
8	39863500	41722379
8	41952240	42872007
8	44985272	45387390
8	45391350	46587612
8	46778943	48449005
8	48667223	48681369
8	48765537	48767671
8	48769330	49148626
8	49468799	51883952
8	52058526	54715396
8	54719627	54890113
8	55176306	56645208
8	56645690	57172294
8	57237114	57441385
8	57673487	58897931
8	71230526	71470135
8	71530700	72883388
8	73322206	74618703
8	74779000	74779000
8	74809037	75250335
8	75312331	75873979
8	76705931	77017697
9	8432755	10387622
9	11415150	11605260
9	11638336	11638336
9	12064879	12503332
9	12676133	12750230
9	12760504	12923497
9	12940955	13159082
9	13495579	14260595
9	14261687	14328090
9	15177286	15177286
9	15180040	15278404
9	16106917	16122515
9	16122531	16650403
9	16667179	16836217
9	17655958	19762988
9	20258599	20858545
9	21676598	22006371
9	22034329	23959081
9	24016274	24643690
9	24806832	25251354
9	26826785	27162708
9	27312324	27734172
9	27918167	28053801
9	28098809	28131456
9	28195784	30991659
9	31092903	31456100
9	31617432	31701789
9	31765018	33128150
9	33128820	34247728
9	34302751	34513598
9	35382479	36272945
9	38752210	39222783
9	39237191	39494059
9	39692967	40048851
9	40095473	40891554
9	40956762	41447674
9	41484374	41494808
9	41499617	41960930
9	42099670	42957729
9	43309857	43643712
9	43951801	44246771
9	44266702	44402858
9	44402976	44414245
9	44438420	44791999
9	44798450	45024584
9	45031715	45238536
9	45260187	46608200
9	46745923	47190279
9	47593947	47791360
9	47805967	49498027
9	50643352	50717339
9	50881666	51052545
9	51371569	54592371
9	54672701	57068419
9	57293592	58216386
9	58443051	60548171
9	60756899	61467013
9	61893226	62256364
9	62279584	62423191
9	62526169	62854459
9	62888336	63516139
9	63551293	64392671
10	9033482	12329295
10	13406805	13842726
10	14637512	19034489
10	19048119	19488835
10	19544777	20976752
10	22982504	24048877
10	24080084	27377922
10	27465254	28242803
10	28420842	29719554
10	29839843	31609228
10	31993216	32437700
10	32573200	34191940
10	34344627	34611926
10	35242308	35275531
10	35558952	36224502
10	36234316	36290650
10	36824770	37346335
10	37923726	38048741
10	38228516	39471878
10	39565503	39826364
10	39836751	39980539
10	40080361	41734847
10	41768860	41944988
10	42653858	42719319
10	42722654	46620953
10	46858002	47682960
10	50312940	50693801
10	51067926	51723563
10	51843788	53133635
10	53136908	53884894
10	54029095	55441795
10	55731031	57125154
10	57182557	57636138
10	57636326	57697116
10	57699436	58323717
10	58526963	59305590
10	59329957	60190812
10	60227858	60422664
10	60932420	61568937
10	62387870	64196707
10	67084252	69027894
10	69828551	70375550
10	70377125	71178557
10	71551597	72461532
11	3066850	3448177
11	3937165	9588400
11	10044032	10148406
11	15903317	16374819
11	16499627	17841749
11	17888419	18441383
11	18460129	19003716
11	20084188	20708533
11	20724129	23145658
11	23155752	23514290
11	23514911	25315340
11	25519234	25872381
11	26101523	28204550
11	28246521	29745865
11	29827164	29877959
11	54542601	56406684
11	69711692	69746471
13	43421641	43752580
13	43758210	43850386
13	44433868	44433868
13	44434023	44585562
13	47196833	47343939
13	47509245	48206581
13	48457867	49248136
13	49452048	49472758
13	49653188	50004281
13	50006337	50051504
13	52531726	53358543
13	55753272	55827085
13	56668646	57344798
13	59162516	62960527
13	63082709	64296537
13	64301155	66159276
14	5555667	5572952
14	5593510	5947027
14	5947560	6115116
14	6115982	6134326
14	6244753	6487422
14	6491238	7475408
14	11803235	12162358
15	3084004	10340969
15	10417407	11581024
15	11650066	11971704
15	15119646	15447567
15	15651797	17940249
15	20615159	21921719
15	25081161	25081438
15	63866403	64049606
15	64074237	65897337
15	66154147	66624144
15	66671761	66977063
16	3042318	3154756
16	3158491	3172481
16	3172586	3180864
16	3181144	3257440
16	3257525	3268832
16	3268905	3275221
16	3276005	3296061
16	3296291	5681246
16	9477120	10578059
16	10991181	11101047
16	11104553	11284454
16	11295093	12262062
16	13773913	15149801
16	15179795	15383874
16	15578348	16372719
16	16778593	16800527
16	16838755	17017332
16	17023384	17624625
16	17625450	18531711
16	18707200	20060869
16	20060973	20090322
16	20204019	22502991
16	22517238	22687493
17	23643464	24568280
17	29093967	29707970
17	29837895	31878380
17	31971868	35589731
17	35601911	36370319
17	36688162	38630970
17	38860978	38983179
17	39063068	39166108
17	39390650	39433262
17	39436976	39651485
17	39824368	40503446
17	41419844	41911801
17	42103036	43209991
17	43487798	43613808
17	43620621	43739740
17	43910509	44264376
17	44328158	46515958
17	46693990	48253083
17	48402746	49603707
17	49612820	49996941
17	50780174	51138480
17	51138554	51181650
17	51222926	51337553
17	51380424	52340848
17	53648695	53725860
17	53922111	54305580
17	54315642	54497086
17	54620288	55400632
17	55664627	55788777
17	55790527	56391806
17	56689793	56932311
17	57027546	57074866
17	57127120	58295809
17	58308752	58308752
17	58386196	58724406
18	14150142	14257121
18	14263886	15924283
18	16594084	16819982
18	16910489	17503801
18	22756170	23026221
18	23026482	25695504
18	25825692	27285353
18	27453399	27920175
18	28370428	28626604
18	28631971	30444875
18	30786246	30950214
18	31075890	31178589
18	31196793	34183527
18	34183637	34215841
18	34249737	34548823
18	34601659	35135434
18	35142040	35193343
18	35214760	36157121
18	36215755	36613369
18	36846858	37279491
18	37301843	38064561
18	38067244	38420903
18	38443128	38638032
18	38648709	38731226
18	38748341	39427354
18	39434348	40392029
18	40400131	40577902
18	40973361	41140031
18	41240898	41849131
18	42048401	42072494
18	42072952	42120734
18	42361120	43085660
18	43115315	43368441
18	43403198	43545085
18	43555818	44511973
18	44515511	44539204
18	44540911	44607483
18	44827203	45473784
18	45513070	46551109
18	46571020	47887039
18	47895325	47985350
18	48005381	48041293
18	48082529	49866705
18	49871026	50218318
18	50268154	50996905
18	51130203	51355656
18	51473342	51641688
18	51807224	51832891
18	51838172	52112720
18	52170771	53194638
18	53765280	57155414
18	57419784	58274304
18	58318015	58703560
19	10274879	11336240
19	11438595	12424280
19	13364581	14913011
19	15293328	16034782
19	17349725	18283232
19	18605867	21182634
19	23289719	24022767
19	24030329	24409214
19	24409282	24412975
19	24413148	24825345
19	24886923	24949705
19	25537842	26395992
19	31151302	31444089
19	31462321	31556081
19	31927160	32940411
19	33375584	33942912
19	33943187	33948492
19	33949316	35320088
19	35395932	36557901
19	38427776	38835732
19	38908244	39177151
19	39227871	40046481
19	40105911	40562963
19	40565348	40857762
19	41596106	42320713
19	42552629	42642835
19	42725349	43514974
19	43517039	43532255
19	43551321	43675173
19	43719021	46039685
19	46119937	47356738
19	47446718	47493364
19	47579396	47648728
19	47651101	48659876
19	49469822	49911216
19	50197694	52201626
19	52215555	52235638
19	52243617	52297648
19	52302159	52418520
20	3355321	9783149
20	9791072	10231753
20	10623498	12259048
20	12986136	13684503
20	13828698	14262795
20	14311066	14688544
20	15874228	15930622
20	15994768	16067351
20	16476016	17548274
20	17610503	18435695
20	18880251	21421795
20	21449326	21577219
20	21589603	21697243
20	21697283	22028273
20	22037198	22379074
20	22389873	22576917
20	22725359	23534171
20	24533494	24897208
20	25033384	25645666
20	25654496	25693201
20	25752635	26345799
20	26448175	26572099
20	26574286	27830378
20	27920050	28342943
20	28439471	29244943
20	29507492	31008899
20	31010770	31148524
20	31439297	31796791
20	31821358	32136774
20	32226671	32356050
20	32441309	32617005
20	32622430	32782387
20	34009726	34548218
20	34556561	34853194
20	34865863	35432466
20	35536823	37717193
20	37768402	41307542
20	41316563	41371078
20	41415317	41681666
20	41731306	41903008
20	47524636	50106290
20	50778156	51118244
20	51223227	52940898
20	53019311	54250615
20	54269004	54545110
20	54579147	54599841
20	54599947	54757789
20	54814903	57152436
20	57349193	58788546
20	58788825	58789113
20	59017597	59296311
20	59437630	60718996
20	60744362	61124934
21	33808117	33813212
23	3720046	6815630
23	7032465	7740495
23	8078302	8648110
23	8648429	9261486
23	9261750	9263399
23	9269264	9308706
23	9311890	9646084
23	10430386	10931424
23	11127073	11387522
23	12207455	13826023
23	14081761	14707476
23	14839375	14890912
23	14946128	15037580
23	15148218	15237716
23	15240218	15922684
23	15928900	16040748
23	16257813	17026764
23	17098989	17487210
23	17584527	17664956
23	17681333	18008648
23	18955535	19626772
23	19626995	19715464
24	3006430	6713402
24	7854988	9291644
24	9643840	10510489
24	15150935	15346891
24	15361559	15995544
24	16058448	16549105
24	17018944	17249777
24	17317026	17569470
24	17580366	18085038
24	18179206	18646852
24	18750552	18786674
24	18789698	20784518
24	21055949	21654138
24	21750691	22274725
24	22381914	22386499
24	22388073	22466479
24	22485863	23235953
24	23252453	23596732
24	23599630	23630643
24	23636254	23690407
24	24322989	25331354
24	25453478	26355154
24	27392644	29474086
24	29524714	29695730
24	29841372	30146280
24	30654915	30793917
24	30963496	31019740
24	31019916	31140264
24	31246113	31835944
24	32011993	32292454
24	32318331	33076929
24	33268011	33300922
24	33305392	33560686
24	33634526	35885306
24	36559850	38270421
24	38402726	38503786
24	38758783	38829820
24	38940283	38945513
24	38947794	39582795
24	40819530	41260124
24	41834507	41947926
24	42598712	43483856
24	44249699	44364319
24	44467972	45494129
24	45551918	45989494
24	46732444	47317044
24	47432118	47499779
24	47545758	48878006
24	49114481	49303463
24	49514801	50630081
25	5072163	12484302
25	12560138	14531587
25	14565725	18156120
25	19182228	20158896
25	21877027	23228094
25	23255959	24793475
25	24815140	25008992
25	25012962	28835996
25	29162149	29545460
25	29653497	32778012
25	33859669	34833780
25	35372782	35441414
25	35442715	35445548
25	35613279	35875519
25	35920676	36426106
25	36634119	36862961
25	36922194	37375256
25	37375532	37375833
25	37376488	37508831
25	37740714	37817074
25	38217184	38313969
25	38322854	38991704
25	39104841	39619620
25	40122310	40151654
25	40199131	40605363
25	41102986	41253163
25	41276672	42465727
25	42505531	42913050
25	42982265	43829492
25	43969791	44575501
25	44647517	45029230
25	45211223	45485177
25	45508967	45907642
25	48716634	49085647
25	49161565	49305087
25	49386046	49387014
25	49406865	49707527
25	49747829	50416273
25	50416486	50774740
26	5349293	6239641
26	6258446	7586228
26	7616132	10878851
26	11047911	11350754
26	11468927	12442856
26	13131005	13943023
26	14076427	15026852
26	15194127	16161290
26	16691434	17528949
26	17900585	19860615
26	20037757	20442084
26	20515234	20918073
26	20986434	21979863
26	22090438	22233304
26	22269171	23857468
26	23939975	24306593
26	24407021	24574677
26	24576011	25144074
26	25444167	26514188
26	26648068	28070067
26	30834991	32163086
26	32403754	34059898
26	34166111	35817006
26	35831203	35967653
26	35977139	36295634
26	36334952	36803087
26	36916804	37293746
26	37302260	37880282
26	38119481	38997756
26	39875519	40177364
27	8511218	9044737
27	9057920	9232065
27	9423099	9542062
27	9790219	11015251
27	11234404	11884465
27	11975164	14822912
27	15026564	15237227
27	15411846	18913373
27	18917448	19486489
27	19749191	23381715
27	23520176	24497514
27	24560708	25736899
27	25737658	26053342
27	26446589	26899396
27	26926148	27222354
27	27230430	28968648
27	28969418	29161123
27	29177345	29367192
27	29372750	30104771
27	30562279	31139093
27	31144131	32717702
27	33145019	33474609
27	33842798	34389733
27	34938222	36722819
27	36922121	38120971
27	38260956	38419520
27	38436838	38758332
27	40101706	40346485
27	42613013	42809428
27	44601641	45383798
28	3061897	6385356
28	6398475	7189657
28	8535865	13273245
28	13363298	14004276
28	21573746	21896456
28	21996944	22483532
28	22874819	24495430
28	24539364	25141038
28	25395274	26066165
28	26140851	26496174
28	26869396	27542190
28	29541079	31765630
28	32136726	33234340
28	33236777	33271886
28	33331314	33573095
28	33669904	33771173
28	33771589	33816349
28	33820172	34522342
28	34752561	34970474
28	35288650	35288703
28	35320143	35504412
28	35614404	36903632
28	36992994	37194961
28	37674918	37722668
28	37723114	37841575
28	37844325	37869731
28	37875226	37875226
28	37911897	38267915
28	38317542	38381856
28	38427453	38800981
28	38807814	39315652
28	39346193	39372321
28	39422649	40769448
28	40895056	41660163
28	41682060	42221989
28	42239608	42831594
28	42833300	42845179
28	42845365	43067426
28	43067669	43835982
29	5763801	6706457
29	6848242	7545803
29	7810708	10519429
29	11173834	11275919
29	11439852	12236446
29	12327851	13860543
29	13861471	14867752
29	14872999	14913700
29	15008501	20077257
29	20154416	21011866
29	21171941	21488447
29	21542474	22939615
29	23478465	24705451
29	24714873	25025725
29	25177038	26390000
29	26400542	27802701
29	27840780	27865898
29	28019260	29118056
29	29153734	30051995
29	30097450	31281785
29	31366564	31849683
29	32106301	33027221
29	33085028	34675904
29	35455424	38125280
29	38143349	39463962
29	39470630	39911801
29	40234439	41128663
29	41249910	41559330
29	41589045	41678636
29	41703216	42221329
29	42381445	42714691
29	42796551	44215937
29	44223637	44306982
31	11872361	13151903
31	13641022	14345622
31	19519662	20167337
31	20512788	23448667
31	23914501	23919944
31	23920472	26285872
31	26291673	26991739
31	27123764	27862566
31	27895930	28363380
31	28366363	28657239
31	28657516	28665399
31	29460553	30305064
31	30332233	30494482
31	31408209	32537731
31	32971384	33116262
31	33121625	33179146
31	33180907	33279767
31	33743836	34489629
31	35134838	36715597
31	36733549	37538945
31	37587323	37592696
31	37599027	38381751
31	38457296	38469783
31	38509867	38835005
31	38849307	39270689
31	39277703	39579075
33	27377203	27872715
34	14395039	14612094
34	25089228	25326043
34	25326136	25481754
34	36291305	36291305
34	36295106	36688682
34	36700199	37803085
34	40032190	40108634
34	40116760	40818290
34	40945164	41370203
34	42676455	42945406
34	43054614	43063600
34	43070790	43526478
34	43937292	45126046
35	3000913	5187861
35	6584888	7165218
35	7337749	8471074
35	10850574	11189564
35	11195944	11997073
35	12248423	13002330
35	13013006	13530923
35	13710630	15494708
35	15627177	15667272
35	15694410	15698634
35	15712346	16270470
35	16316166	16388521
35	16396031	16492373
35	16500452	16803678
35	17014423	17408284
35	17768925	17981841
35	18077697	20601212
35	20601564	20642598
35	20710466	21838557
35	22803162	23443937
35	23445081	23450047
35	23671020	24418463
35	24518597	24939461
35	25006879	25092404
35	25100566	27029945
35	27044013	27460673
35	27517950	28968139
36	13501590	15636705
36	15720849	18469149
36	18759752	19201072
36	19526656	19704527
36	19928689	20493706
36	20582390	21011479
36	21144455	22665313
36	22811149	22865196
36	25074390	25997299
36	26838602	30913262
36	30998274	31401383
36	32324085	32406901
36	32419440	33058279
